game_name,game_description_snippet,game_price,found_game_price,all_language_reviews_type,all_language_reviews_count,has_russian_reviews,all_russian_reviews_type,all_russian_reviews_count,first_release_date,genres,total_rating,total_rating_count,popularity_igdb,reviews_score,russian_reviews_score,has_external_platform
DeadCore,"DeadCore - FPS-платформер, сочетающий исследование окружающего мира и бег. Погрузитесь в похожее на сон приключение, взбираясь на огромную башню, появившуюся из ниоткуда. На что вы готовы, чтобы раскрыть секреты таинственного мира?",299.0,1.0,Очень положительные,1584.0,0.0,Отзывы отсутствуют,0.0,2014-10-17,"Shooter, Platform, Real Time Strategy (RTS)",62.90952633957234,19.0,5.9640794843e-05,8.0,0.0,True
Hexcells Infinite,"Hexcells Infinite — это атмосферная логическая игра-головоломка для ПК, Mac и Linux.",200.0,1.0,Крайне положительные,4062.0,0.0,Отзывы отсутствуют,0.0,2014-09-01,"Puzzle, Strategy",74.54597098489762,29.0,4.6877943037e-05,9.0,0.0,False
Super Time Force Ultra,"Super Time Force Ultra — это безумно динамичный и веселый платформер, где вы будете сражаться с роботами, встретите динозавров и сможете полетать во времени… иногда все это будет происходить сразу!",349.0,1.0,Очень положительные,673.0,0.0,Отзывы отсутствуют,0.0,2014-08-25,"Shooter, Platform, Adventure",84.03144765071615,30.0,0.000100421697325,8.0,0.0,True
Gratuitous Space Battles,"Кому нужен сюжет? Кому нужно все это ковыряние в ресурсах? Дипломатические переговоры это вчерашний день! Gratuitous Space Battles целиком и полностью посвящена самому ценному, что только существует в научной фантастике - эпическим коварным космическим сражениям невиданных масштабов.",550.0,1.0,В основном положительные,551.0,0.0,Отзывы отсутствуют,0.0,2009-11-16,"Real Time Strategy (RTS), Simulator, Strategy",78.07302675740036,13.0,3.199755625e-05,7.0,0.0,False
Super Mega Baseball 2,"The critically acclaimed Super Mega Baseball series is back with new visuals, deep team and league customization, and online multiplayer modes.",,0.0,Очень положительные,1041.0,0.0,Отзывы отсутствуют,0.0,2018-05-01,"Simulator, Sport",77.90007152588217,11.0,2.3465966078e-05,8.0,0.0,False
Lonely Mountains: Downhill,"Только вы и ваш байк – отправляйтесь кататься с ветерком по нетронутым горным пейзажам. Пусть вас не остановят ни густые леса, ни узкие тропинки, ни дикие реки! Разгоняйтесь, прыгайте, скользите и постарайтесь не упасть на пути с вершины в долину!",849.0,1.0,Очень положительные,2653.0,0.0,Отзывы отсутствуют,0.0,2019-10-23,"Racing, Simulator, Sport, Arcade",78.64227354028,52.0,0.0,8.0,0.0,True
Снусмумрик: Мелодия Муми-дола,Помогите Снусмумрику вернуть мир и гармонию в Муми-дол в музыкальном приключении с открытым миром. Знакомые с детства персонажи помогут вам противостоять Смотрителю парка (Park Keeper).,,0.0,Крайне положительные,3069.0,1.0,Очень положительные,413.0,2024-03-07,"Music, Puzzle, Role-playing (RPG), Strategy, Adventure",82.0644258570846,17.0,0.0,9.0,8.0,True
I Was a Teenage Exocolonist,"В этой сюжетной карточной РПГ вам предстоит стать подростком на чужой планете. Изучайте мир, растите и теряйте голову от любви. Сделанный вами выбор и навыки, развиваемые в течение десяти лет, определят ваше будущее и будущее всей колонии.",880.0,1.0,Крайне положительные,4170.0,0.0,Отзывы отсутствуют,0.0,2022-08-25,"Role-playing (RPG), Simulator, Strategy, Turn-based strategy (TBS), Adventure, Visual Novel, Card & Board Game",75.95329431200295,21.0,0.0,9.0,0.0,True
Gone In November,"Coming home after visiting your doctor for the last time, you are told that you only have three more days to live. A sequence of short memory fragments flashing through as you try to run away from what you have done.",42.0,1.0,Смешанные,189.0,0.0,Отзывы отсутствуют,0.0,2016-08-18,Adventure,50.0,1.0,7.810594209e-06,5.0,0.0,False
It's Spring Again,"""И Снова Весна"" - это обучающая игра для детей от 2 лет. Она в игровой форме рассказывает ребенку, как происходит смена времен года.",,0.0,Очень положительные,466.0,0.0,Отзывы отсутствуют,0.0,2016-02-02,Puzzle,74.91744507086622,6.0,1.9072037082999997e-05,8.0,0.0,False
You Must Build A Boat,"You Must Build A Boat — это игра на прохождение подземелий и составление комбинаций. Вам придется бегать по подземельям, совмещать плитки и сражаться с монстрами.",129.0,1.0,Очень положительные,836.0,0.0,Отзывы отсутствуют,0.0,2015-06-04,"Puzzle, Role-playing (RPG), Strategy",70.08085243713245,6.0,3.3628365219e-05,8.0,0.0,True
SuchArt: Genius Artist Simulator,"Уникальный симулятор художника с максимально реалистичной механикой рисования. Прокачайте свою студию, выполняйте задания, продавайте и выставляйте картины, покупайте инструменты и станьте знаменитостью!",990.0,1.0,Крайне положительные,3746.0,1.0,Крайне положительные,591.0,2022-10-13,"Simulator, Adventure",74.57979993317359,6.0,0.0,9.0,9.0,False
Dungeon Munchies,"Hunt down monsters to cook and eat them! You’ve been revived in a massive underground complex and you must leave this bizarre facility. Aided by the undead Necro-Chef Simmer, you must stay safe, get fed, find a way to get out",435.0,1.0,Крайне положительные,6480.0,0.0,Отзывы отсутствуют,0.0,2019-06-06,"Shooter, Platform, Role-playing (RPG), Adventure",60.74905761981691,6.0,3.191128956e-05,9.0,0.0,True
The Blue Flamingo,You are ready to challenge pilots from all around the world. Shoot your way through intense levels with swiftly increasing difficulty in a game world completely built with handcrafted models. Invest your score in upgrades or save it to gain interest with the risk of losing it all.,385.0,1.0,Смешанные,110.0,0.0,Отзывы отсутствуют,0.0,2014-11-18,"Puzzle, Strategy",49.99161680176309,7.0,1.7203436155e-05,5.0,0.0,True
Starship Corporation,"Starship Corporation симулятор космического кораблестроения, в котором вам предстоит конструировать летательные аппараты для развивающегося галактического рынка.",710.0,1.0,Смешанные,475.0,0.0,Отзывы отсутствуют,0.0,2018-05-03,"Simulator, Strategy",50.0,0.0,2.3528905093e-05,5.0,0.0,False
Shattered Planet,"Поверхность планеты постоянно изменяется. Исследуйте ее, несмотря на опасности, и постарайтесь уцелеть! Оправдывайте свое звание ученого в режиме исследователя, ежедневных испытаниях или трех жутко сложных сценариях.",550.0,1.0,Смешанные,399.0,0.0,Отзывы отсутствуют,0.0,2014-03-27,"Role-playing (RPG), Strategy",57.0,3.0,1.4038940682e-05,5.0,0.0,True
Break the Game,"This game is about Kevin, He's been stuck in his gaf̶̨s̨fẃ̵̕ HEY, YOU, STAY AWA̸̧͘Y, IT'S ME KEVIN, THERE'S NO POINT, D҉Ò̷̕N̸̕͏'T-- Follow him in this adventurous and humor-filled story to ｄ̶̢͙̟̦̺̰̫̙̋̊͐̐͑͋̈́̕̕͝ ｄｉｅ",259.0,1.0,В основном положительные,630.0,0.0,Отзывы отсутствуют,0.0,2019-07-15,Adventure,70.0,1.0,3.0406358618e-05,7.0,0.0,True
MachineCraft,"The main purpose of this game is showing and watching machines made out of blocks. Some of the game-modes allow you to battle or race against other players. (testing phase) You can create your original machine with ease by reassembling those machines that are distributed, or by using the automatic control block.",0.0,1.0,В основном положительные,886.0,0.0,Отзывы отсутствуют,0.0,2016-03-25,Simulator,70.0,1.0,9.679195138e-06,7.0,0.0,True
Daylight,"Вы просыпаетесь, в заброшенной больнице. Ваш телефон является единственным источником света. Вы заблудились в лабиринтах и пытаетесь найти путь назад, постоянно слыша странные звуки и чувствуя за спиной чье-то жуткое присутствие ... Испытайте психологический триллер Daylight.",133.0,1.0,Смешанные,1034.0,0.0,Отзывы отсутствуют,0.0,2014-04-29,"Puzzle, Adventure",48.73073285472361,32.0,3.4650092156999997e-05,5.0,0.0,False
Monster Slayers,Monster Slayers is a rogue-like deck-building RPG adventure. Create a hero and choose your path through the perilous Northern Valley as you battle to become a true Monster Slayer.,199.0,1.0,В основном положительные,804.0,0.0,Отзывы отсутствуют,0.0,2017-03-23,"Role-playing (RPG), Strategy, Adventure, Arcade, Card & Board Game",40.0,4.0,2.5726076432e-05,7.0,0.0,False
Summer in Mara,"«Лето на острове Мара» – это приключенческая игра с элементами земледелия, ремесленничества и изучением основ механики, в рамках которой вы сможете обустроить быт на своем острове и исследовать океанские просторы на своей лодке.",435.0,1.0,В основном положительные,1423.0,0.0,Отзывы отсутствуют,0.0,2020-06-16,"Role-playing (RPG), Simulator, Adventure, Visual Novel",51.44260532094641,16.0,0.0001286322880389,7.0,0.0,False
Out of Space,"Стратегическая кооперативная многопользовательская игра о жизни и быте на космическом корабле в компании товарищами. Вам предстоит обеспечивать себя ресурсами, противостоять угрозе со стороны смертоносных пришельцев, улучшать свои приспособления и строить собственный самодостаточный космический дом.",360.0,1.0,В основном положительные,1959.0,0.0,Отзывы отсутствуют,0.0,2020-02-26,Strategy,60.0,4.0,7.9396122433e-05,7.0,0.0,True
Maximum Action,"MAXIMUM Action is a brutal and satisfying physics-based first person shooter influenced by Hong Kong cinema, heroic slow motion bloodshed, and old-school FPS ACTION.",710.0,1.0,Очень положительные,3612.0,1.0,Очень положительные,241.0,2018-09-19,Shooter,63.80596290181607,7.0,4.4998200018e-05,8.0,8.0,False
Sticky Business,"Experience the joy of running your own cozy small business: Create stickers, pack orders and hear your customers’ stories. Time to build the cutest shop on the internet!",385.0,1.0,Крайне положительные,5747.0,0.0,Отзывы отсутствуют,0.0,2023-07-17,"Point-and-click, Puzzle, Simulator",72.2455796961923,9.0,0.0,9.0,0.0,True
Sinless + OST,"""Before we knew it, what we once knew as 'freedom' became nothing more but a faint and distant memory."" Venture forth and discover the truth behind the seemingly perfect OmniCare society in Sinless: a unique point and click and visual novel hybrid, set in an original cyberpunk reality.",,0.0,Очень положительные,177.0,0.0,Отзывы отсутствуют,0.0,2015-12-16,"Point-and-click, Role-playing (RPG), Adventure",80.0,2.0,1.4038940682e-05,8.0,0.0,False
Steredenn: Binary Stars,Steredenn — это хаотический и очень динамичный космический шутер с безумными боями против боссов в стильной крупнопиксельной графике. Отправься в путь на своем корабле и сразись с ужасными космическими пиратами в нескончаемом бою на выживание.,,0.0,Очень положительные,608.0,0.0,Отзывы отсутствуют,0.0,2015-10-01,"Shooter, Arcade",72.72599017440167,6.0,3.3053466638e-05,8.0,0.0,True
Suits: A Business RPG,Corporations control the entire global government. Injustice has inspired a revolution in Suits City. Follow the journey of a businessman's descent into corruption...,,0.0,Очень положительные,938.0,0.0,Отзывы отсутствуют,0.0,2016-01-05,"Role-playing (RPG), Adventure",68.82659886076178,7.0,1.9841594279e-05,8.0,0.0,False
Age of Steel: Recharge,"""Age of Steel: Recharge"" is a 2D strategy with a view from the side. You're taking the role of commander, who was entrusted the management of the military base. Your mission is to defend a base from the waves of enemies at any price.",169.0,1.0,Смешанные,43.0,0.0,Отзывы отсутствуют,0.0,2016-01-06,Strategy,50.0,1.0,2.0358981732e-05,5.0,0.0,False
Final Exam,"Jump into the frenzied action and the whacky humor of a pure 2.5D side-scroller! While they were going to their old high school for what was supposed to be the party of their life, four long-time friends end up in a ghost town full of monstrous creatures.",279.0,1.0,Очень положительные,840.0,0.0,Отзывы отсутствуют,0.0,2013-11-05,"Shooter, Platform, Adventure",62.5,7.0,2.9946482293e-05,8.0,0.0,True
Magdalena,"Разум растворяется в окружающей тьме, как в вине растворяется боль. Остатки воспоминаний крошатся и стремительно утекают, как песок сквозь пальцы. И лишь одно имя застряло в скованном ужасом горле, как рыбья кость. Магдалина...",42.0,1.0,Смешанные,220.0,0.0,Отзывы отсутствуют,0.0,2016-02-22,Adventure,40.0,0.0,6.257102037e-06,5.0,0.0,False
All Guns On Deck,"All Guns On Deck is a naval strategy, real time tactics action rpg with a unique battle system and unforgiving world to conquer.",490.0,1.0,Отрицательные,45.0,0.0,Отзывы отсутствуют,0.0,2015-08-28,"Real Time Strategy (RTS), Role-playing (RPG), Simulator, Strategy, Adventure",40.0,2.0,1.3240627922e-05,4.0,0.0,True
99 Levels To Hell,"99 Levels to Hell is a platform shooter with lots of guns, upgrades, magic, traps and monsters to kill. 99 Levels to Hell is a rogue-like, which means surviving is key and every time you play you get a new set of levels to play. When you complete 10 levels, the 10th being a boss-fight you unlock a door to the next dungeon.",129.0,1.0,Смешанные,337.0,0.0,Отзывы отсутствуют,0.0,2013-02-26,Platform,55.0,5.0,2.6685780484e-05,5.0,0.0,True
Headliner: NoviNews,"Award-winning adventure where you control the news and its impact on society, your friends and career. Different choices lead to unique combinations of endings. Share your story with the community, and see what the players before you did.",520.0,1.0,Очень положительные,757.0,0.0,Отзывы отсутствуют,0.0,2018-10-23,"Role-playing (RPG), Simulator, Adventure, Visual Novel",72.03843391931872,14.0,3.0400930732e-05,8.0,0.0,True
Banners of Ruin,"Соберите отряд. Ответьте на зов. Выиграйте войну. Соберите колоду и проложите себе путь через город Зари, участвуя в пошаговых карточных боях с отрядом из 6 персонажей.",449.0,1.0,В основном положительные,2263.0,0.0,Отзывы отсутствуют,0.0,2021-07-29,"Role-playing (RPG), Strategy, Turn-based strategy (TBS), Card & Board Game",77.20753260174354,9.0,0.0,7.0,0.0,False
Wandersong,"A musical platforming adventure with an emotional story. Play as a silly bard and use music to interact with everything on a journey around the world. Along the way you'll explore, solve puzzles, and meet a huge cast of characters!",419.0,1.0,Крайне положительные,2151.0,0.0,Отзывы отсутствуют,0.0,2018-09-27,"Music, Platform, Adventure",87.65544923624702,49.0,0.000219876810147,9.0,0.0,True
Ib,"A 2D exploration adventure game set in a creepy, mysterious art gallery.",299.0,1.0,Крайне положительные,4688.0,0.0,Отзывы отсутствуют,0.0,2022-04-11,"Puzzle, Role-playing (RPG), Adventure",80.09887706479279,13.0,0.0,9.0,0.0,False
Cubicle Quest,"Cubicle Quest – это игра о том, насколько сложной и монотонной может быть наша жизнь. Бесполезная работа, рутинные обязанности, мерзкие коллеги… Игра Cubicle Quest превратит все эти проблемы в электронных врагов, которых вы сможете уничтожить, погрузившись в мир олдскульной ролевой игры.",200.0,1.0,В основном положительные,551.0,0.0,Отзывы отсутствуют,0.0,2015-02-25,"Role-playing (RPG), Simulator",80.0,0.0,2.6132879766e-05,7.0,0.0,False
They Bleed Pixels,"They Bleed Pixels — это дьявольски сложный экшн-платформер, вдохновлённый произведениями Г.Ф. Лавкрафта и другими классиками в жанре ужаса.",385.0,1.0,Очень положительные,2030.0,0.0,Отзывы отсутствуют,0.0,2012-08-29,"Platform, Puzzle, Adventure, Arcade",80.72433030920942,18.0,8.1238159994e-05,8.0,0.0,False
Hacker Evolution Duality,"Hacker Evolution Duality is the hacking simulation game, developed by exosyphen studios. Based on the successful Hacker Evolution game series, it has been completely redesigned to offer an impressive and new gaming experience.",,0.0,В основном отрицательные,213.0,0.0,Отзывы отсутствуют,0.0,2011-08-15,"Puzzle, Real Time Strategy (RTS), Simulator, Strategy",40.1173832095092,5.0,3.4263094492e-05,3.0,0.0,False
Starpoint Gemini,Gemini is a dangerous place with riches waiting to be claimed by the more daring and capable captain.,400.0,1.0,В основном отрицательные,131.0,0.0,Отзывы отсутствуют,0.0,2012-01-04,"Role-playing (RPG), Simulator, Tactical",52.5,2.0,5.458789277e-06,3.0,0.0,False
Tracks - The Train Set Game,"Откройте для себя этот уникальный конструктор и постройте игрушечную железную дорогу, о которой всегда мечтали! Вы сможете создать сеть железнодорожных путей, построить и украсить уютный город, наладить регулярные перевозки пассажиров и даже собственноручно управлять поездом из кабины машиниста.",435.0,1.0,Очень положительные,1172.0,0.0,Отзывы отсутствуют,0.0,2019-11-14,"Racing, Simulator",80.0,3.0,2.3465966078e-05,8.0,0.0,True
Paradigm,"Paradigm is a surreal adventure game set in the strange and post apocalyptic Eastern European country of Krusz. Play as the handsome mutant, Paradigm, whose past comes back to haunt him in the form of a genetically engineered sloth that vomits candy.",349.0,1.0,Крайне положительные,970.0,0.0,Отзывы отсутствуют,0.0,2017-04-05,"Point-and-click, Adventure",87.300151253709,24.0,0.000150128935093,9.0,0.0,True
The Joylancer: Legendary Motor Knight,"THE JOYLANCER: LEGENDARY MOTOR KNIGHT is a new breed of action game, combining ultra-technical action with a simple control scheme and an artstyle inspired by portable games of old! Wield the divine power of the Motor Knights and save the world!",249.0,1.0,В основном отрицательные,52.0,0.0,Отзывы отсутствуют,0.0,2014-11-07,"Platform, Arcade",50.0,1.0,9.3497086e-06,3.0,0.0,False
TUG,"While we get closer to the release of TUG ver 2.0, we will be taking the project down from steam. Thank you to everyone that has helped us in play and testing for ver 1.0.",,0.0,В основном отрицательные,984.0,0.0,Отзывы отсутствуют,0.0,2014-02-05,"Shooter, Role-playing (RPG), Adventure",50.0,1.0,6.2283464730000005e-06,3.0,0.0,False
Majestic Nights,"Majestic Nights is an episodic action-adventure-thriller set in an alternate 1980s where all conspiracy theories, past and present are True. It’s the bright and brash 1980s; a world crammed with hidden intrigue and sinister plots, government cover-ups and alien sightings, CIA experiments and the Truth.",,0.0,Смешанные,53.0,0.0,Отзывы отсутствуют,0.0,2014-10-30,"Role-playing (RPG), Adventure",50.0,2.0,6.242724254e-06,5.0,0.0,False
bit Dungeon+,"Bit Dungeon+ – это бесконечное приключение roguelike, в котором участие принимают два игрока. Черти поймали в плен тебя и твою любимую! Тысячу лет ты проспал, заточенный в темницу... И вот ты просыпаешься в подземелье. Берись за оружие и иди искать душу своей любимой!",,0.0,В основном отрицательные,146.0,0.0,Отзывы отсутствуют,0.0,2016-03-10,"Role-playing (RPG), Adventure, Arcade",53.75,2.0,8.096947400999999e-06,3.0,0.0,True
Fenix Rage,"Fenix’s village was decimated by a huge explosion, leaving only our hero and the mysterious Oktarus. As Fenix, track down this shadowy villain through nine worlds, defeating brutal bosses and hundreds of minions bent on your destruction.",349.0,1.0,Очень положительные,55.0,0.0,Отзывы отсутствуют,0.0,2014-08-03,Adventure,71.2,6.0,6.257102037e-06,8.0,0.0,False
WE ARE DOOMED,"WE ARE DOOMED is a twin-stick shooter where you zap polygon baddies with an absurdly overpowered laserbeam. Dive head-first into the action with reckless ambition, charge the SUPERBEAM, and zap everything out of existence in an instant.",385.0,1.0,Положительные,24.0,0.0,Отзывы отсутствуют,0.0,2015-04-14,"Shooter, Arcade",50.76969231049331,8.0,1.7251997387e-05,6.0,0.0,False
URU: Complete Chronicles,"The critically acclaimed adventure of Uru: Ages Beyond Myst returns with this special collection that contains more Uru than ever before. Already the deepest Myst adventure to date, Uru is significantly expanded with the addition of To D'ni™ and The Path of the Shell, expansion packs that will take Uru beyond your imagination.",465.0,1.0,В основном положительные,170.0,0.0,Отзывы отсутствуют,0.0,2004-07-07,"Puzzle, Adventure",83.59784912411732,6.0,4.9226225961e-05,7.0,0.0,False
Potato Flowers in Full Bloom,"Explore an underground labyrinth in search of mythical seeds in this 3D dungeon crawler RPG! Leaving things to chance will prove fatal🌱Explore underground labyrinths, expanding your range of actions as you go🌿Light up the path, defeat those in front of you, grow stronger, and unravel the mysteries",399.0,1.0,Крайне положительные,580.0,0.0,Отзывы отсутствуют,0.0,2022-03-10,"Role-playing (RPG), Turn-based strategy (TBS), Adventure",79.0,1.0,0.0,9.0,0.0,False
Past Cure,"Игра Past Cure — это мрачный психологический триллер, в котором грань между снами и реальностью размыта. Игроков ждет напряженный, лихо закрученный сюжет, в ходе которого им предстоит использовать невероятные ментальные способности Иэна и его навыки рукопашного боя, а также совершать бесшумные убийства, чтобы остаться в живых и найти...",599.0,1.0,В основном отрицательные,29.0,0.0,Отзывы отсутствуют,0.0,2018-02-23,Shooter,40.21428571428572,11.0,1.0903200773e-05,3.0,0.0,True
Azkend 2: The World Beneath,"Azkend 2: The World Beneath is a beautifully polished match-three adventure game set in an awe-inspiring underground world. Enjoy superbly smooth casual matching puzzle gameplay, an engaging storyline with voiceovers, and hidden object minigames.",320.0,1.0,Смешанные,12.0,0.0,Отзывы отсутствуют,0.0,2012-03-06,"Puzzle, Adventure",57.79614202523455,9.0,1.9589424537e-05,5.0,0.0,False
Kaiju Big Battel: Fighto Fantasy,Giant monster mayhem! The evil Dr. Cube has used a forbidden weapon to tear apart time and space. It's up to the Kaiju Big Battel Heroes to travel through time and set things right! A turn-based RPG from the makers of C. Kane.,385.0,1.0,Очень положительные,54.0,0.0,Отзывы отсутствуют,0.0,2018-10-31,"Role-playing (RPG), Adventure",70.0,1.0,5.444411495e-06,8.0,0.0,True
Trivia Vault: 1980's Trivia 2,"Answer 1980s category trivia questions as quickly as you can, the faster you answer the higher the cash value. Correct answers lock in the digit code for the vault, 10 correct answers cracks the vault and awards bonus cash. Track your progress and aim for higher scores to accomplish higher ranks.",,0.0,Смешанные,94.0,0.0,Отзывы отсутствуют,0.0,2017-08-22,"Simulator, Strategy",40.0,0.0,2.351804932e-06,5.0,0.0,False
Blame Him,"Blame him - это приключенческий хоррор от первого лица с элементами стелса и головоломок, созданный командой из двух людей из Японии. Игра, полюбившаяся многим и напугавшая многих ютуберов и стримеров.",,0.0,Смешанные,180.0,0.0,Отзывы отсутствуют,0.0,2019-06-02,"Simulator, Strategy, Adventure",50.0,1.0,1.2442315164e-05,5.0,0.0,False
Reign of the Succubus,"Reign of the Succubus is an RPG that takes place on the Island of Eden, where it is rumored that all of one's desires shall be fulfilled. But is this true or merely a rumor? Find out in this RPG developed by TechnoBrake and published by Kagura Games!",259.0,1.0,Смешанные,134.0,0.0,Отзывы отсутствуют,0.0,2019-04-25,"Role-playing (RPG), Adventure",50.0,0.0,0.0,5.0,0.0,True
Tetraminos,"Классическая аркада возвращается в заряженной версии! Попробуйте обновленный режим Бесконечность, поупражняйтесь в режиме Головоломка и бросьте вызов друзьям в локальной игре в режиме Противостояния для двух, трех или четырех игроков!",599.0,1.0,В основном положительные,120.0,0.0,Отзывы отсутствуют,0.0,2016-03-08,"Puzzle, Strategy, Arcade",50.0,2.0,5.473167059e-06,7.0,0.0,False
And All Would Cry Beware!,"90s-style shooter meets Metroidvania. Step through a portal to a mysterious alien world, and discover the fate of the Lost Expedition.",385.0,1.0,Очень положительные,101.0,0.0,Отзывы отсутствуют,0.0,2019-06-24,"Shooter, Adventure",70.0,0.0,9.427025396e-06,8.0,0.0,False
The Church in the Darkness ™,"1977 год. Ваш племянник стал членом религиозного культа и переехал в южноафриканские джунгли строить Город Свободы. Вы должны пробраться в коммуну, выяснить, что происходит, и решить, нужно ли спасать племянника.",,0.0,Смешанные,128.0,0.0,Отзывы отсутствуют,0.0,2019-08-02,"Strategy, Adventure",51.55555555555556,11.0,5.4173055672e-05,5.0,0.0,False
Infinity Runner,"The Infinity is the largest spaceship ever built by mankind; flung into the void of space to secure humanity a new home amongst the stars. However, instead of discovering paradise, the inhabitants of The Infinity unlocked the door to a long forgotten nightmare.",169.0,1.0,В основном положительные,89.0,0.0,Отзывы отсутствуют,0.0,2014-06-01,"Fighting, Arcade",46.0,7.0,1.413063526e-05,7.0,0.0,True
TableTop Soccer,"TableTop Soccer – это тактическая, пошаговая, кросс-платформенная стратегия, в которой вы можете попробовать свои силы, как в полноценном мультиплеере – встретившись лицом к лицу с живыми оппонентами, так и в режиме одиночной игры – померившись силами с искусственным интеллектом.",29.0,1.0,В основном положительные,94.0,0.0,Отзывы отсутствуют,0.0,2015-10-30,"Simulator, Sport, Strategy",70.0,0.0,4.6748543e-06,7.0,0.0,False
Marle: The Labyrinth of the Black Sea,"The discovery of ruins near the Island of Isola has caught the attention of many adventurers, including Archmage Marle. However, what she finds there is unlike anything she has seen before. A labyrinth which seals away the strength of any who may enter it...",299.0,1.0,Смешанные,132.0,0.0,Отзывы отсутствуют,0.0,2019-05-10,"Role-playing (RPG), Adventure",50.0,0.0,0.0,5.0,0.0,True
BIOS,"BIOS – это динамичный, энергичный асинхронный Шутер от Первого Лица, где нужно соревноваться с другими игроками. Игроку нужно пройти различные смоделированные враждебные среды максимально быстро. Игроки будут разрабатывать стратегии и оттачивать навыки, чтобы постоянно улучшать свое время и соревноваться в таблицах лидеров.",82.0,1.0,Смешанные,151.0,0.0,Отзывы отсутствуют,0.0,2016-12-13,Shooter,50.0,0.0,1.553492173e-06,5.0,0.0,True
The Dwarf Run,"The Dwarf Run is an old-fashioned RPG featuring turn-based combat, elements of point-n-click adventure and intriguing story line.",199.0,1.0,В основном положительные,107.0,0.0,Отзывы отсутствуют,0.0,2015-10-21,"Role-playing (RPG), Turn-based strategy (TBS), Adventure",80.0,0.0,3.919674886e-06,7.0,0.0,False
Raccoo Venture,"A collectathon 3D platform game where you explore the world to find all hidden collectibles, solving secrets, puzzles and find new outfits to customize our cute hero. Special abilities will blow your mind controlling chaos and order. Recover the pieces to defeat the terrible Tattooed Tatus.",550.0,1.0,Очень положительные,84.0,0.0,Отзывы отсутствуют,0.0,2023-12-14,"Platform, Puzzle, Adventure",68.0,4.0,1.9546291192e-05,8.0,0.0,False
Ruthless Safari,Не дай себя загрызть,880.0,1.0,В основном положительные,107.0,0.0,Отзывы отсутствуют,0.0,2017-08-10,Arcade,30.0,0.0,6.2283464730000005e-06,7.0,0.0,False
Вокруг Света за 80 Дней: Поиск Предметов,"Отправляйтесь в путешествие по миру вместе с героями Жюля Верна! Каждая локация — это новая страна или континент, оживающие благодаря яркой графике, региональной музыке и увлекательным заданиям на поиск предметов, искусно спрятанных в каждой сцене.",,0.0,В основном положительные,189.0,0.0,Отзывы отсутствуют,0.0,2017-11-24,Adventure,70.0,2.0,6.2283464730000005e-06,7.0,0.0,False
SinaRun,"SinaRun is a momentum-based platforming and speedrunning game. Find a level you love, play it hundreds of times and try to become the best on the leaderboard!",165.0,1.0,В основном положительные,151.0,0.0,Отзывы отсутствуют,0.0,2025-11-03,Racing,60.0,2.0,3.135739909e-06,7.0,0.0,False
Gamma Bros,"The original 8-bit twin-stick space shooter about brotherly love, available to play for free.",0.0,1.0,Очень положительные,162.0,0.0,Отзывы отсутствуют,0.0,2006-06-25,UNDEFINED,70.0,3.0,2.351804932e-06,8.0,0.0,False
Puzzle With Your Friends,"В Puzzle With Your Friends вы можете не только сами собирать пазлы, но и с друзьями через Интернет! Доступны уникальные работы из игр и творчества различных авторов.",175.0,1.0,Очень положительные,156.0,0.0,Отзывы отсутствуют,0.0,2018-04-24,Puzzle,70.0,0.0,0.0,8.0,0.0,False
It's Quiz Time,"Сразитесь с друзьями в новой огромной викторине на приставке! Наша хитрая ведущая-ИИ Салли и каталог It’s Quiz Time из более чем 25 000 вопросов — залог отличной игры. Сыграйте с друзьями на смартфоне (до 8 соперников), играйте в одиночку или ведите трансляции и играйте со зрителями в режиме «Прямой эфир»!",,0.0,В основном положительные,223.0,0.0,Отзывы отсутствуют,0.0,2017-11-28,Strategy,70.5,4.0,3.0632881121e-05,7.0,0.0,False
Doctor Who: The Edge Of Time,"Таинственный враг грозит уничтожить вселенную, и только ты можешь остановить его! В Doctor Who: The Edge Of Time тебя ждет приключение сквозь материю и время. Узнай, что стоит за Вирусом реальности.",465.0,1.0,Смешанные,222.0,0.0,Отзывы отсутствуют,0.0,2019-11-12,"Puzzle, Adventure",62.0,3.0,1.7872348877e-05,5.0,0.0,False
Titans of Space PLUS,"Just how big is big? Journey through this holographic Solar System, and then squint your eyes in the intense light of a few of the largest known stars. Enjoy various accidentally-educational activities along the way. Great care has been taken to ensure a comfortable VR experience. VR optional.",259.0,1.0,Очень положительные,176.0,0.0,Отзывы отсутствуют,0.0,2016-05-23,"Simulator, Adventure",80.0,0.0,0.0,8.0,0.0,True
The Withering,Have you ever thought or imagined how our world would look like after an apocalyptic event? What would we do if some of us were to survive? What world would we live in and what challenges would we face? What would you do?,385.0,1.0,Смешанные,348.0,0.0,Отзывы отсутствуют,0.0,2015-12-18,"Role-playing (RPG), Simulator, Strategy, Adventure",50.0,0.0,9.335330819e-06,5.0,0.0,False
Battlegun,Battlegun is a fun and online cartoon fps game. Create a room and kill the rival team. See more fun on multiple maps. Play now!,82.0,1.0,В основном положительные,115.0,0.0,Отзывы отсутствуют,0.0,2017-08-09,Shooter,60.0,0.0,2.33742715e-06,7.0,0.0,False
