game_name,game_description_snippet,game_price,found_game_price,all_language_reviews_type,all_language_reviews_count,has_russian_reviews,all_russian_reviews_type,all_russian_reviews_count,first_release_date,genres,total_rating,total_rating_count,popularity_igdb,reviews_score,russian_reviews_score,has_external_platform
Lorn's Lure,"В погоне за глитчем в системе визуализации, андроид оказывается в самом сердце загадочной структуры. Lorn's Lure — это атмосферный сюжетный платформер от первого лица с оригинальной механикой скалолазания и осовремененной ретро 3D графикой",,0.0,Очень положительные,2440.0,1.0,В основном положительные,211.0,2024-09-20,"Platform, Adventure",59.23076923076923,8.0,4.8244524046e-05,8.0,7.0,True
a new life.,"When your loved one hurts you, what do you do? A classic love story about letting go.",82.0,1.0,Крайне положительные,2174.0,0.0,Отзывы отсутствуют,0.0,2020-05-15,Visual Novel,67.73302166847162,7.0,2.4927763673e-05,9.0,0.0,True
Star of Providence,"Star of Providence is a top down action shooter with procedurally generated elements. Explore a large, abandoned facility in search of incredible power, fighting dangerous foes and gaining new weapons and upgrades as you progress.",629.0,1.0,Крайне положительные,3095.0,0.0,Отзывы отсутствуют,0.0,2017-06-07,"Shooter, Arcade",80.06234560639925,8.0,0.0,9.0,0.0,False
Beat Blast,"Создаваемая тобой музыка станет твоими способностями. Сражайся с бигбоссами, разблокируй массу предметов и попытайся сбежать из вселенной MIDIverse, зараженной вирусами технической сферы, где музыка принимает физическую форму.",420.0,1.0,Очень положительные,380.0,0.0,Отзывы отсутствуют,0.0,2020-08-14,Adventure,88.0,1.0,0.0,8.0,0.0,False
Velocibox,Velocibox is a twitch-heavy action game crafted for the hardcore audience.,240.0,1.0,Очень положительные,250.0,0.0,Отзывы отсутствуют,0.0,2014-09-08,"Racing, Arcade",62.33400813590458,7.0,2.1157294491e-05,8.0,0.0,True
KNIGHTS,"KNIGHTS is a minimalist puzzle game based on a single chess piece, the titular knight. A simple enough to pick up and relaxing experience.",42.0,1.0,Очень положительные,760.0,0.0,Отзывы отсутствуют,0.0,2016-05-30,"Puzzle, Strategy",74.15746001968596,5.0,1.8791111778e-05,8.0,0.0,True
Noct,Noct is a 2D top-down multiplayer survival horror game that blends arcade combat with RPG survival elements. You are a survivor of the apocalyptic purge that formed the desolate wasteland now known as Noct.,,0.0,Смешанные,575.0,0.0,Отзывы отсутствуют,0.0,2015-10-22,"Shooter, Role-playing (RPG), Arcade",50.0,0.0,2.1883718341e-05,5.0,0.0,True
Siralim,Siralim is a deep RPG with light roguelike elements that allows you to summon and customize hundreds of creatures to fight in strategic battle. Fight your way through randomly generated dungeons and complete randomized quests.,385.0,1.0,Очень положительные,197.0,0.0,Отзывы отсутствуют,0.0,2015-04-24,Role-playing (RPG),80.0,0.0,1.0119265796e-05,8.0,0.0,False
Heaven Will Be Mine,HEAVEN WILL BE MINE is a visual novel about making terrible life decisions in the midst of a hot-blooded battle between giant robots. Select one of three terribly behaved girls to fight and/or make out with each other in their struggle for the fate of space.,360.0,1.0,Очень положительные,668.0,0.0,Отзывы отсутствуют,0.0,2018-07-25,"Role-playing (RPG), Adventure, Visual Novel",80.0,1.0,2.6423744719e-05,8.0,0.0,True
Sarawak,A short literary mystery game set in Oxford and Borneo,200.0,1.0,В основном положительные,12.0,0.0,Отзывы отсутствуют,0.0,2021-01-28,"Puzzle, Adventure, Visual Novel",80.0,1.0,6.213968691e-06,7.0,0.0,False
Darkfall Unholy Wars,"Darkfall Unholy Wars is an innovative, Real-Time, fast-paced, PvP, Sandbox MMORPG.",,0.0,Смешанные,637.0,0.0,Отзывы отсутствуют,0.0,2013-04-25,Role-playing (RPG),50.0,2.0,3.905297105e-06,5.0,0.0,False
Mountain Crime: Requital,"Отель ""Белый волк"" - просто кладезь потайных сейфов и загадочных дверей. В паре с доктором Уайтом, которого вызвал какой-то подозрительный постоялец отеля, вы сможете провернуть великие дела.",99.0,1.0,Очень положительные,205.0,0.0,Отзывы отсутствуют,0.0,2011-12-12,"Point-and-click, Puzzle, Adventure",70.0,2.0,1.9560668973e-05,8.0,0.0,False
ElecHead,⚡＋🤖＋🧩,259.0,1.0,Крайне положительные,1265.0,0.0,Отзывы отсутствуют,0.0,2021-10-14,"Platform, Puzzle, Adventure",79.97298495524743,5.0,6.7266723832e-05,9.0,0.0,True
Stones of Sorrow,Real cave paintings. Brutal executions. Procedural Death Labyrinth. Single player & couch co-op. Your closest blood brother has betrayed you and tricked you into a cave labyrinth. Restore your honour by brutally crushing his skull with one of the STONES OF SORROW.,125.0,1.0,Смешанные,93.0,0.0,Отзывы отсутствуют,0.0,2015-05-26,Role-playing (RPG),50.0,0.0,2.351804932e-06,5.0,0.0,False
Armada 2526 Gold Edition,"Conquer the Galaxy In This ‘4x’ Strategy Game. Lead one of 18 different alien races to become a mighty pan-galactic empire. Manage your colonies, deploy your fleets and conduct research. Plot your strategy and turn your planets into mighty bastions.",,0.0,Смешанные,90.0,0.0,Отзывы отсутствуют,0.0,2013-02-28,"Strategy, Turn-based strategy (TBS)",50.0,2.0,1.5424337609e-05,5.0,0.0,True
Rough Justice: '84,"Сделайте все возможное, чтобы ваше начинающее охранное агентство процветало в этой настольной стратегической игре с кубиками и картами, вдохновленной нуаром 80-х годов.",,0.0,Смешанные,62.0,0.0,Отзывы отсутствуют,0.0,2023-03-13,"Puzzle, Simulator, Strategy, Adventure, Card & Board Game",84.50337512054003,14.0,7.9298586283e-05,5.0,0.0,True
Rhiannon: Curse of the Four Branches,"Откройте темные тайны в этом пугающем месте и нажмите приключение, когда вы сталкиваетесь с древним злом, скрывающимся в стенах дома, которое держит ужасную связь с вечной борьбой между человеком и магией.",200.0,1.0,В основном положительные,88.0,0.0,Отзывы отсутствуют,0.0,2014-04-04,"Point-and-click, Puzzle, Adventure",65.0,4.0,1.9454596613e-05,7.0,0.0,True
Where's My Helmet?,"A challenging platform style game combined with aesthetic elements of the Nordic culture and doses of humor are the charming elements that make ""Where's my Helmet?"" a must-have title in the Steam library of all gamers.",,0.0,В основном положительные,99.0,0.0,Отзывы отсутствуют,0.0,2016-05-20,"Strategy, Adventure",60.0,0.0,2.351804932e-06,7.0,0.0,False
BATTLECREW™ Space Pirates,BATTLECREW™ Space Pirates – соревновательный многопользовательский шутер в бурлящей жизнью постоянно развивающейся вселенной. Игра есть в раннем доступе в STEAM! Запускайте двигатели и присоединяйтесь к самому дикому космическому приключению на много световых лет вокруг!,0.0,1.0,Смешанные,295.0,0.0,Отзывы отсутствуют,0.0,2017-01-31,UNDEFINED,35.0,2.0,7.83934977e-07,5.0,0.0,False
Ultimate Arena FPS,Ultimate Arena is a competitive first person shooter arena game.,399.0,1.0,Смешанные,207.0,0.0,Отзывы отсутствуют,0.0,2016-09-05,Shooter,30.0,3.0,1.567869955e-06,5.0,0.0,False
CrazyCars3D,"CrazyCars3d - это аркадный платформер, в котором вы будете управлять машинкой.",79.0,1.0,В основном положительные,149.0,0.0,Отзывы отсутствуют,0.0,2016-06-14,"Racing, Simulator, Adventure",50.0,0.0,7.83934977e-07,7.0,0.0,False
Jamestown+,"Set sail for 17th-century British Colonial Mars in Jamestown+: a cooperative shoot-em-up for 1-4 brave souls, designed to be exciting for players of all skill levels.",399.0,1.0,Очень положительные,231.0,0.0,Отзывы отсутствуют,0.0,2015-03-17,"Shooter, Adventure, Arcade",85.59464229267846,12.0,3.7036080539e-05,8.0,0.0,False
Autumn,"More than a game, Autumn is a relaxing place for spiritual learning and growth with a soothing atmosphere. There are no time limits, no enemies to defeat, no goals to reach… except the ones you set for yourself. Relax, learn, grow… and enjoy Autumn.",42.0,1.0,Смешанные,138.0,0.0,Отзывы отсутствуют,0.0,2016-05-01,Strategy,50.0,1.0,1.566974965e-05,5.0,0.0,True
A Trip to Yugoslavia: Director's Cut,"""ПУТЕШЕСТВИЕ В ЮГОСЛАВИЮ"" - это экспериментальная интерактивная игра на тему старого VCR-плеера (с возможностью ПЕРЕМОТКИ, ПАУЗЫ и БЫСТРОГО ПРОСМОТРА).",,0.0,Очень положительные,249.0,0.0,Отзывы отсутствуют,0.0,2017-02-22,Adventure,70.0,1.0,1.0162399141e-05,8.0,0.0,True
A Year Of Rain,"Суровый мир, терзаемый неумолимым ритмом войны. Идеальное место для тех, кем движут амбиции. A Year Of Rain — великолепная командная стратегия в реальном времени. Выберите фракцию, создайте команду и поставьте легендарного героя во главе своей армии!",550.0,1.0,Смешанные,495.0,0.0,Отзывы отсутствуют,0.0,2019-11-06,"Real Time Strategy (RTS), Role-playing (RPG), Strategy",50.0,3.0,1.4779742314e-05,5.0,0.0,False
7 Grand Steps: What Ancients Begat,"What Ancients Begat is a complete (~15 hour) game of family generations surviving the rise of western civilization. Survival is the ultimate goal. The sub-goals, you choose, build their story.Experience an abstract telling of the lives of our earliest recorded ancestors.",,0.0,Смешанные,299.0,0.0,Отзывы отсутствуют,0.0,2013-05-05,"Simulator, Strategy, Quiz/Trivia",40.1046927046946,7.0,2.1065599914e-05,5.0,0.0,False
Loot Box Quest,"The spiritual successor to DLC Quest! Earn that sense of pride and accomplishment in the way that only repetitive clicking can deliver. It's a clicker game, so chill out, have a few chuckles, and watch numbers get bigger while the industry burns around us all.",42.0,1.0,Очень положительные,462.0,0.0,Отзывы отсутствуют,0.0,2017-12-13,"Point-and-click, Simulator",80.0,4.0,8.580151404e-06,8.0,0.0,False
Dungelot: Shattered Lands,"Если бы у сапера были дети с РПГшкой, это был бы Dungelot: Shattered Lands.",,0.0,В основном положительные,277.0,0.0,Отзывы отсутствуют,0.0,2016-02-18,"Puzzle, Role-playing (RPG), Strategy",65.0,2.0,8.580151404e-06,7.0,0.0,False
Major\Minor,"A highly engaging visual novel, with memorable characters and multiple endings. Traverse worlds, solve a murder mystery -- and partake in political revolution. Inspired by greats such as Steins;Gate, Tales of Symphonia, Persona 4 and Future Diary. An unforgettable science-fiction/fantasy adventure!",0.0,1.0,В основном положительные,586.0,0.0,Отзывы отсутствуют,0.0,2016-10-11,"Role-playing (RPG), Simulator, Adventure",80.0,0.0,3.121362128e-06,7.0,0.0,True
Head Goal: Soccer Online,"Играйте с друзьями в многопользовательскую онлайн-игру в футбол с геймплеем, основанным на физике на 100%, где вы управляете одним игроком.",42.0,1.0,В основном положительные,149.0,0.0,Отзывы отсутствуют,0.0,2017-08-18,"Simulator, Sport",50.0,1.0,1.1778830328e-05,7.0,0.0,True
The Talos Principle VR,The Talos Principle VR — это новая версия всемирно признанной философской научно-фантастической головоломки от первого лица от студии Croteam для виртуальной реальности.,1100.0,1.0,Очень положительные,804.0,0.0,Отзывы отсутствуют,0.0,2017-10-17,"Puzzle, Adventure",85.0,5.0,4.2213944511e-05,8.0,0.0,False
ZomDay,"As zombie crisis broke out around the world,you will play one of the warrior of S.E.A.T(Special Event Action Team)to fight against the zombies all over the world.ZomDay is a fast pace VR shooting game contains multi-player mod,exciting Boss fight,character perk and hardcore weapon system.",249.0,1.0,Очень положительные,769.0,0.0,Отзывы отсутствуют,0.0,2017-08-17,Role-playing (RPG),80.0,0.0,3.106984345e-06,8.0,0.0,False
Hellbound,"Классический шутер от первого лица. Как в старые добрые. Экшен, в котором главное — скорость, кишки, пушки и металл. Игра в духе классики 90-х с современной графикой и звуком.",550.0,1.0,В основном положительные,913.0,0.0,Отзывы отсутствуют,0.0,2020-08-04,UNDEFINED,57.50063278097122,9.0,5.7777621803e-05,7.0,0.0,True
Obenseuer,"Obenseuer is an urban survival RPG game, where you become a property manager of a rundown unfinished tenement building, in an isolated quarantine district of Obenseuer. Maintain and upgrade your tenement for rent, uncover the secrets of this infamous district and grow your wealth with your craft.",710.0,1.0,Очень положительные,1422.0,0.0,Отзывы отсутствуют,0.0,2018-12-11,Role-playing (RPG),70.0,2.0,9.664817356e-06,8.0,0.0,False
The Hurricane of the Varstray -Collateral hazard-,"【About ""The Hurricane of the Varstray""】""The Hurricane of the Varstray"" is a vertically scrolling shoot'em up with a SF story: in the distant future, to defend the Earth against the invasion of mystery mechanical structures, 4 girls head to ""the Varstray sector,"" far away from the Earth and considered as the v",385.0,1.0,В основном положительные,203.0,0.0,Отзывы отсутствуют,0.0,2015-12-21,Shooter,50.0,0.0,5.444411495e-06,7.0,0.0,False
Gnomes Garden,"Засушливое лето истощило любимый сад короля, правитель захворал и королевство в опасности. Помоги принцессе - спаси сады, порадуй короля.",550.0,1.0,Очень положительные,259.0,0.0,Отзывы отсутствуют,0.0,2015-12-18,Strategy,60.0,1.0,7.026659230999999e-06,8.0,0.0,False
CHKN,"Behold, the miracle of life… packed into cubes! Create fantastic creatures in an open-world sandbox game like no other. Explore, craft, and survive—all with the help of your very own creations.",,0.0,В основном положительные,1717.0,0.0,Отзывы отсутствуют,0.0,2016-04-01,"Platform, Adventure",80.0,3.0,1.3584492242e-05,7.0,0.0,True
Shadow Puppeteer,"Invite a friend to explore the strange, yet beautiful world of darkness and light in Shadow Puppeteer, an award-winning, local co-op adventure.",0.0,1.0,В основном положительные,216.0,0.0,Отзывы отсутствуют,0.0,2014-09-29,"Platform, Puzzle, Adventure",63.16666666666666,3.0,1.8762356215e-05,7.0,0.0,False
Journey Of Life,"You have experienced the sudden loss of your wealth, which has compelled you to abandon your previous life and begin anew. By venturing into the game world, you can construct settlements and forge alliances with other players, ensuring that you will always have exciting challenges to undertake.",,0.0,Смешанные,598.0,0.0,Отзывы отсутствуют,0.0,2021-02-01,"Role-playing (RPG), Simulator, Adventure",70.0,1.0,0.0,5.0,0.0,True
FRACT OSC,FRACT is a musical exploration game. You arrive in a forgotten place and explore the vast and unfamiliar landscape to discover the secrets of a world built on sound. You rebuild its machinery by solving puzzles and bring the world back to life by shaping sound and creating music in the game.,550.0,1.0,Очень положительные,421.0,0.0,Отзывы отсутствуют,0.0,2014-04-22,"Music, Puzzle, Adventure",72.95880048277947,13.0,1.2514204073e-05,8.0,0.0,False
Karate Master 2 Knock Down Blow,"Karate Master 2 Knock Down Blow is a fighting game that mixes elements of RPG, simulation and arcade, in an explosive combination to relieve the Beat'em up genre!",259.0,1.0,Очень положительные,694.0,0.0,Отзывы отсутствуют,0.0,2015-03-20,"Fighting, Role-playing (RPG), Sport",80.0,1.0,6.2283464730000005e-06,8.0,0.0,True
The Adventures of Mr. Bobley,The Adventures of Mr. Bobley is a 3d platformer adventure game featuring physics based puzzles and challenges that also require you to drive vehicles and operate heavy machinery. Set at a skyscraper construction site. The game is all about physics and interaction with the environment.,82.0,1.0,В основном положительные,143.0,0.0,Отзывы отсутствуют,0.0,2015-07-01,Adventure,60.0,0.0,4.703609864e-06,7.0,0.0,False
Praetorians,"Praetorians is set amidst the political machinations of an emerging Roman Empire. You will be transported back to the dusty battlefields of Egypt, the combat theaters of Gaul and finally to the heart of the Empire itself, Italy in the crusade to become Emperor.",299.0,1.0,Очень положительные,579.0,0.0,Отзывы отсутствуют,0.0,2003-02-28,"Real Time Strategy (RTS), Strategy",84.16431554008541,22.0,0.000114270598645,8.0,0.0,False
Windosill,"A short, surprising, toy-like puzzle game.",125.0,1.0,Очень положительные,673.0,0.0,Отзывы отсутствуют,0.0,2009-05-26,"Point-and-click, Puzzle, Adventure",80.03873257454768,12.0,3.5196235174e-05,8.0,0.0,True
Gumboy Tournament,"Test your reflexes, judgment and tactics while facing up to eight other players in this follow-up to the critically acclaimed and popular arcade game Gumboy: Crazy Adventures, winner of numerous accolades including Gametunnel's GAME OF THE YEAR 2006.",125.0,1.0,В основном положительные,304.0,0.0,Отзывы отсутствуют,0.0,2008-05-19,Racing,45.0,2.0,4.689232082e-06,7.0,0.0,False
Habitat,"Habitat is a physics-based space game where you build, fly, and fight with whatever you can find out in space. Upgrade and arm your creations with weapons and structures you find in orbit, fly and explore using rocket physics.Battle deadly enemies in Campaign Mode to save humanity or explore Sandbox Mode for true creative control.",550.0,1.0,В основном отрицательные,170.0,0.0,Отзывы отсутствуют,0.0,2014-07-08,"Real Time Strategy (RTS), Simulator, Strategy",50.0,1.0,3.905297105e-06,3.0,0.0,False
Starion Tactics,"After assuming command of one of four human or alien factions vying for galactic dominance, immediately define your game’s scope. Play for minutes to hours across tens to hundreds of planets in single-player skirmish or multiplayer modes—it’s entirely up to you.",249.0,1.0,В основном отрицательные,48.0,0.0,Отзывы отсутствуют,0.0,2014-09-05,Strategy,40.0,1.0,3.135739909e-06,3.0,0.0,False
Town of Night,"Town of Night is a RPG-First-person dungeon crawler hybrid. Visit the town that sits atop a series of vast and dangerous dungeons. Explore, battle, loot and survive!",42.0,1.0,Смешанные,45.0,0.0,Отзывы отсутствуют,0.0,2016-11-17,"Role-playing (RPG), Adventure",50.0,1.0,1.7237619605e-05,5.0,0.0,False
Bridge Constructor: The Walking Dead,Bridge Constructor: The Walking Dead сочетает в себе черты легендарной головоломки-симулятора Bridge Constructor™ и постапокалиптической вселенной из сериала AMC «Ходячие мертвецы».,385.0,1.0,Смешанные,224.0,0.0,Отзывы отсутствуют,0.0,2020-11-19,"Puzzle, Simulator, Strategy, Adventure",70.22469006654714,13.0,0.0,5.0,0.0,False
DubWars,"DubWars это аркадный шутер с кучей экшена, который уникально совмещает в себе музыкальную и игровую составляющие.",249.0,1.0,Очень положительные,159.0,0.0,Отзывы отсутствуют,0.0,2016-07-19,"Shooter, Music, Arcade",80.0,1.0,1.5893163829e-05,8.0,0.0,False
Mimpi,"Explore strange new worlds and enjoy unique adventures in Mimpi! Mimpi is fantastic new adventure, puzzle, and platformer game. The game is like a psychedelic illustration come alive. Mimpi the dog is searching for his master in eight diverse worlds. The environment is seldom repetitive, the puzzles are always new.",99.0,1.0,Очень положительные,285.0,0.0,Отзывы отсутствуют,0.0,2015-01-20,"Platform, Adventure",74.75,4.0,1.5684127433e-05,8.0,0.0,False
Heart&Slash,"Fight as Heart, an innocent robot fighting to escape the grip of mindless machines in a future where humans are no more. A fast-paced 3D brawler with roguelike elements set in a colorful yet desolated world.",360.0,1.0,Очень положительные,510.0,0.0,Отзывы отсутствуют,0.0,2016-06-24,"Fighting, Role-playing (RPG), Adventure, Arcade",77.5,11.0,3.4761592404e-05,8.0,0.0,False
Fugl (птица),"Насладитесь свободой игры Fugl. Путешествуйте по красочному миру в роли птицы, способной менять свою форму. Открывайте сотни животных и перевоплощайтесь в них.",,0.0,Очень положительные,580.0,0.0,Отзывы отсутствуют,0.0,2017-09-14,"Role-playing (RPG), Simulator, Adventure",71.5,4.0,2.654419486e-05,8.0,0.0,True
Just Ignore Them,"Для ребенка даже одна ночь может превратиться в нескончаемый водоворот страданий и ужаса… Способны ли Вы пережить такую ночь? Примите на себя роль восьмилетнего ребенка, кому не дают покоя монстры в его собственном доме. От ваших решений будет зависеть, чьи жизни будут спасены, а чьи оборвутся.",165.0,1.0,В основном положительные,664.0,0.0,Отзывы отсутствуют,0.0,2017-04-28,"Point-and-click, Adventure",62.3571477526318,7.0,0.0001536684436359,7.0,0.0,False
Blueprint Tycoon,"Build your settlement, gather goods, ensure maximum efficiency and make a profit!",125.0,1.0,Очень положительные,1000.0,0.0,Отзывы отсутствуют,0.0,2016-05-13,Simulator,60.0,3.0,1.4053318464e-05,8.0,0.0,False
BUTCHER,"BUTCHER — это напряженная двухмерная стрелялка и пропитанная кровью открытка из ранних 90-х. Если вам нравится сталкивать трупы в лаву и заливать стены кровью, то BUTCHER — это игра для вас.",,0.0,Очень положительные,1002.0,0.0,Отзывы отсутствуют,0.0,2016-10-05,"Shooter, Platform, Arcade",75.20101848349188,17.0,9.1755279229e-05,8.0,0.0,True
Pizza Possum,"Живите настоящей жизнью опоссума: ешьте все, до чего дотянетесь, и наводите шороху в одиночку или на пару с другом в этой хаотичной аркаде. Главное – не дайте себя поймать.",280.0,1.0,Очень положительные,1674.0,0.0,Отзывы отсутствуют,0.0,2023-09-28,"Platform, Strategy, Arcade",70.03110905400776,6.0,0.0,8.0,0.0,True
#DRIVE Rally,"#DRIVE Rally позволяет вам пережить 90 годы, самую захватывающую эпоху в истории автоспорта, когда пыль, грязь и снег являются символами чести. Освободите грубую мощь легендарных раллийных зверей, полюбуйтесь каждой секундой потрясающих пейзажей. Чем быстрее вы идете, тем лучше!",699.0,1.0,В основном положительные,645.0,0.0,Отзывы отсутствуют,0.0,2025-04-16,"Racing, Sport, Arcade",53.0,1.0,0.0,7.0,0.0,True
Cavern of Time,The Cavern of Time is an RPG/Adventure game where you guide the journey of a young girl. Can you find the magical locket in this perilous realm and cure your beloved grandmother's illness? Visit the Cavern of Time and find out!,385.0,1.0,Смешанные,89.0,0.0,Отзывы отсутствуют,0.0,2017-02-10,"Role-playing (RPG), Simulator, Strategy, Adventure",50.0,0.0,7.83934977e-07,5.0,0.0,False
2 Ninjas 1 Cup,"Get ready for a game so stupid you would rather show your browser history than admit that you like it! Lots of action, explosions and yes, it's a penis-tank in the trailer.",42.0,1.0,В основном положительные,304.0,0.0,Отзывы отсутствуют,0.0,2017-02-03,UNDEFINED,70.0,0.0,2.33742715e-06,7.0,0.0,False
Shark Simulator,"Shark Simulator is a WTF physics sandbox. Play as Ed the shark, and give those tourists a vacation they will remember!",0.0,1.0,Очень положительные,620.0,0.0,Отзывы отсутствуют,0.0,2017-10-06,Simulator,70.0,2.0,5.773898034e-06,8.0,0.0,False
9 Clues 2: The Ward,Раскройте тайну Приюта Мнемозины!,550.0,1.0,Очень положительные,611.0,0.0,Отзывы отсутствуют,0.0,2014-09-17,"Point-and-click, Puzzle, Adventure",80.0,2.0,2.9239864112e-05,8.0,0.0,False
Soulfire,"Soulfire is a battle royale fighter that pits more than 20 teams against each other in a struggle for win.Compared to similar games, it features a 2.5D souls-lite combat system.",219.0,1.0,Очень положительные,237.0,0.0,Отзывы отсутствуют,0.0,2020-08-04,Fighting,70.0,0.0,0.0,8.0,0.0,True
Fortix,"Сможете ли вы вернуть земли ваших предков? Злые силы захватили процветающее королевство Фортиана. Вы единственный, кто может отвоевывать замки у орд драконов.Опробуйте смесь аркады и стратегии. Огородите часть поля боя и загоните в угол ваших врагов. Собирайте бонусы и активируйте катапульты, которые помогут вам при штурме замков.",39.0,1.0,Очень положительные,584.0,0.0,Отзывы отсутствуют,0.0,2009-10-01,"Shooter, Platform, Puzzle, Racing, Role-playing (RPG), Strategy, Arcade",71.0794362517301,8.0,1.3283761268e-05,8.0,0.0,False
Akaneiro: Demon Hunters,"Hints of Little Red Riding Hood combine with Japanese folklore and illustrated in Spicy Horse's unique dark fantasy style, ""Akaneiro: Demon Hunters"" is an action-roleplaying game (ARPG) that lets players hunt mythical monsters in Edo-era Japan.",,0.0,В основном отрицательные,369.0,0.0,Отзывы отсутствуют,0.0,2013-01-31,Role-playing (RPG),40.0,4.0,9.378464163e-06,3.0,0.0,False
SHOWTIME 2073,"The best shooter SHOW in 2073.Explosive, Fun & full destructive !",59.0,1.0,В основном положительные,217.0,0.0,Отзывы отсутствуют,0.0,2016-02-12,UNDEFINED,80.0,1.0,5.444411495e-06,7.0,0.0,False
Duo,Duo is a single-player minimalist puzzle game where your objective is to make two characters meet each other using the scenario in your favor and preventing them from falling in the process.,59.0,1.0,Положительные,22.0,0.0,Отзывы отсутствуют,0.0,2016-12-19,Puzzle,70.0,1.0,0.0,6.0,0.0,False
Doom & Destiny,У вас будет самое нердовское приключение в жизни! оно полностью на русском языке,299.0,1.0,Крайне положительные,2262.0,0.0,Отзывы отсутствуют,0.0,2011-08-25,"Role-playing (RPG), Turn-based strategy (TBS), Adventure",80.26373750176768,5.0,2.2934200843e-05,9.0,0.0,False
Other Worlds India,"Приключенческая игра, а это значит громадный мир, секретные локации, тонны оружия, и конечно же захватывающий своей сложностью игровой процесс.",,0.0,Смешанные,119.0,0.0,Отзывы отсутствуют,0.0,2017-01-20,Adventure,40.0,0.0,3.121362128e-06,5.0,0.0,False
HoPiKo,"HoPiKo  это скоростные платформы, попадая на которые, вы сохраняете игру. Перепрыгивай с платформы на платформу, не умирая, по кратчайшему пути, пробивайся через сотни нарисованных вручную уровней, каждый из которых разбит на 5-этапную мини-пробежку и не сломай голову!",169.0,1.0,Очень положительные,52.0,0.0,Отзывы отсутствуют,0.0,2015-09-24,"Platform, Arcade",70.0,3.0,1.7131547246e-05,8.0,0.0,False
Cellar,Short arcade game with handcrafted pixel art graphics. You play as Lily who traverses the dark corners of the basement under her house in search of her lost teddy bear. Inspired by some of the greatest fears from our childhood.,,0.0,В основном положительные,204.0,0.0,Отзывы отсутствуют,0.0,2016-03-23,Adventure,80.0,0.0,4.689232082e-06,7.0,0.0,False
Subject 13,"Play as Franklin Fargo, a quiet physics professor who has led a bitter existence ever since his fiancée died in a holdup in which he was supposed to be the victim. One morning, he wakes up in the middle of an abandoned scientific facility. His only link with the outside world is a voice that calls him ""Subject 13"".",249.0,1.0,Смешанные,140.0,0.0,Отзывы отсутствуют,0.0,2015-05-28,"Puzzle, Adventure",57.83333333333334,6.0,2.2604714305e-05,5.0,0.0,False
Loria,"Loria is a homage to classics from golden era of strategy games, with modern spin on controls and user experience.",0.0,1.0,Очень положительные,284.0,0.0,Отзывы отсутствуют,0.0,2018-11-27,"Real Time Strategy (RTS), Role-playing (RPG), Strategy",70.0,0.0,0.0,8.0,0.0,False
AirMech Wastelands,"AirMech Wastelands is an Action-RPG set in an alternate future America following a global collapse of modern civilization. You are an AirMech Pilot, with the skills to fly and upgrade these ultimate pre-war machines. Unravel the mystery of why these machines are trying to wipe us out!",360.0,1.0,В основном положительные,271.0,0.0,Отзывы отсутствуют,0.0,2018-07-06,"Role-playing (RPG), Strategy",70.0,1.0,1.4101879696e-05,7.0,0.0,False
THE GREAT GEOMETRIC MULTIVERSE TOUR,"LIBERATE THE GEOMETRIC PEOPLE AND SAVE THE MULTIVERSE! Fight through the randomly chosen universes of the Geometric Multiverse, arming yourself to the teeth with insane weaponry and mutating your mind, body, and soul with the unrelenting power of genetically altering pills.",,0.0,Положительные,33.0,0.0,Отзывы отсутствуют,0.0,2018-08-27,"Shooter, Adventure",70.0,1.0,0.0,6.0,0.0,False
A Wizard's Lizard,"Conquer the forces of Death in A Wizard’s Lizard, an action RPG for Windows, Mac, and Linux. Explore ever-changing dungeons, filled with powerful weapons and items. Battle back the hordes of evil. Rescue villagers to improve your town and increase your power for your next trek into the dungeon.",,0.0,Смешанные,240.0,0.0,Отзывы отсутствуют,0.0,2014-01-22,"Shooter, Role-playing (RPG), Adventure, Arcade",72.58297228144093,8.0,1.2528581855e-05,5.0,0.0,False
Castle of no Escape 2,"Исследуйте 6 x 6 x 6 = 216 комнат случайно генерирующихся опасностей и противников, собирая необходимые артефакты. Сотни монстров бродят по замку, охраняя осколки меча — последней вещи, способной повергнуть владельца демонического замка!",0.0,1.0,В основном положительные,454.0,0.0,Отзывы отсутствуют,0.0,2016-12-21,"Role-playing (RPG), Strategy, Adventure, Arcade",70.0,0.0,5.458789277e-06,7.0,0.0,False
Hide and Seek,"Это очень веселая, быстрая и простая игра, в нее могут играть как и взрослые так и дети. В этой игра есть две команды которые стараются помешать друг другу в завоевании первенства.",42.0,1.0,Смешанные,560.0,0.0,Отзывы отсутствуют,0.0,2019-02-01,Role-playing (RPG),50.0,0.0,0.0,5.0,0.0,False
The Walking Dead Onslaught,"There’s no rest when survival is on the line. Step into AMC’s The Walking Dead and prepare for an onslaught of walkers as you assume the roles of your favorite characters from the show, and confront the horrors and humanity of this apocalyptic new world.",515.0,1.0,Смешанные,924.0,0.0,Отзывы отсутствуют,0.0,2020-09-29,"Shooter, Role-playing (RPG), Simulator, Adventure",55.0,1.0,0.0,5.0,0.0,False
The Black Watchmen,"Become a Secret Agent and investigate paranormal activities in this dark Lovecraftian universe. This Alternate Reality Game will have you explore complex puzzles in-game but also in real-life; interacting with real websites, companies, and NPCs that we created as part of our universe.",259.0,1.0,Очень положительные,623.0,0.0,Отзывы отсутствуют,0.0,2015-08-27,"Role-playing (RPG), Adventure",85.0,2.0,3.8308647406e-05,8.0,0.0,False
